Time,Sequence Number,Event
402.4512,498000,send
403.4512,498000,send
404.4512,498000,send
404.4512,498000,transmit
404.472,498000,ack
404.472,499000,send
404.472,500000,send
404.472,501000,send
404.472,502000,send
404.472,503000,send
404.472,504000,send
404.472,505000,send
404.472,506000,send
404.472,507000,send
404.472,508000,send
404.472,499000,transmit
404.4728,506000,transmit
404.4736,507000,transmit
404.4744,508000,transmit
404.4936,503000,ack
404.4936,509000,send
404.4936,510000,send
404.4936,511000,send
404.4936,512000,send
404.4936,513000,send
404.4936,509000,transmit
404.4944,511000,transmit
404.4952,512000,transmit
405.4936,504000,send
406.4936,504000,send
406.4936,504000,transmit
406.5144,504000,ack
406.5144,505000,send
406.5144,506000,send
406.5144,507000,send
406.5144,508000,send
406.5144,509000,send
406.5144,510000,send
406.5144,511000,send
406.5144,512000,send
406.5144,513000,send
406.5144,514000,send
406.5144,505000,transmit
406.5152,507000,transmit
406.516,510000,transmit
406.5168,512000,transmit
406.5176,513000,transmit
406.5352,509000,ack
406.5368,512000,ack
407.5368,513000,send
407.5368,513000,transmit
407.5576,513000,ack
407.5576,514000,send
408.5576,514000,send
408.5576,514000,transmit
408.578016,513520,ack
